delivery_id,order_id,route_id,carrier_type,dispatch_time,promised_delivery_time,actual_delivery_time,delivery_distance_km,delay_minutes,delivery_date
193,60755,12,3PL Partner,2025-01-12 13:00:00,2025-01-12 13:49:22.322967,2025-01-12 13:39:22.322967,9.76,-10.0,2025-01-12
194,27706,19,Truck,2025-05-10 18:00:00,2025-05-10 20:02:12.018246,2025-05-10 19:54:57.756331,39.74,-7.2,2025-05-10
195,32340,5,Bike,2025-02-04 22:00:00,2025-02-04 23:43:57.225111,2025-02-04 23:35:04.190338,29.58,-8.9,2025-02-04
196,74994,17,Truck,2025-03-22 07:00:00,2025-03-22 09:07:18.864538,2025-03-22 09:07:35.829312,29.2,0.3,2025-03-22
197,73884,1,Truck,2025-04-03 09:00:00,2025-04-03 10:30:39.199896,2025-04-03 10:51:00.106055,20.77,20.3,2025-04-03
198,94361,10,Truck,2025-03-31 01:00:00,2025-03-31 03:11:45.871343,2025-03-31 03:10:24.865422,26.06,-1.4,2025-03-31
199,27482,15,Truck,2025-04-25 08:00:00,2025-04-25 10:00:42.810805,2025-04-25 09:50:42.810805,21.06,-10.0,2025-04-25
200,64225,11,Truck,2025-05-15 03:00:00,2025-05-15 05:17:13.333569,2025-05-15 05:07:13.333569,27.91,-10.0,2025-05-15
201,68849,13,Van,2025-02-27 20:00:00,2025-02-27 23:08:22.154757,2025-02-27 23:50:24.491765,32.14,42.0,2025-02-27
202,84854,5,3PL Partner,2025-04-24 12:00:00,2025-04-24 15:13:59.645912,2025-04-24 15:57:36.240668,34.37,43.6,2025-04-24
203,51256,1,Truck,2025-03-16 23:00:00,2025-03-17 01:11:00.129110,2025-03-17 01:32:12.413557,27.56,21.2,2025-03-16
204,91110,12,Van,2025-06-13 20:00:00,2025-06-13 23:21:30.349252,2025-06-13 23:15:17.888819,36.63,-6.2,2025-06-13
205,24650,11,Bike,2025-06-13 09:00:00,2025-06-13 09:43:16.327727,2025-06-13 10:08:13.570265,8.78,25.0,2025-06-13
206,56118,17,Truck,2025-04-11 08:00:00,2025-04-11 08:39:23.690464,2025-04-11 09:08:22.138765,12.18,29.0,2025-04-11
207,38930,4,Bike,2025-06-01 02:00:00,2025-06-01 05:35:39.132637,2025-06-01 05:40:34.034879,41.3,4.9,2025-06-01
208,95707,15,Truck,2025-06-26 02:00:00,2025-06-26 02:57:25.284590,2025-06-26 03:08:14.926843,17.48,10.8,2025-06-26
209,21801,9,Van,2025-02-05 17:00:00,2025-02-05 17:14:49.183596,2025-02-05 17:49:27.305471,3.1,34.6,2025-02-05
210,61360,20,Van,2025-04-06 23:00:00,2025-04-06 23:47:55.343069,2025-04-06 23:37:55.343069,9.38,-10.0,2025-04-06
211,97908,19,Van,2025-05-31 04:00:00,2025-05-31 04:40:44.511902,2025-05-31 05:10:42.619290,12.73,30.0,2025-05-31
212,26559,19,3PL Partner,2025-01-12 16:00:00,2025-01-12 18:57:03.320667,2025-01-12 19:00:52.336093,47.95,3.8,2025-01-12
213,42334,12,Bike,2025-01-13 22:00:00,2025-01-14 00:49:34.284544,2025-01-14 00:39:34.284544,29.51,-10.0,2025-01-13
214,23288,5,3PL Partner,2025-04-09 08:00:00,2025-04-09 11:46:47.418099,2025-04-09 11:36:47.418099,46.77,-10.0,2025-04-09
215,32398,10,Truck,2025-01-30 16:00:00,2025-01-30 17:50:41.970852,2025-01-30 17:43:24.304291,29.61,-7.3,2025-01-30
216,86230,17,Bike,2025-04-23 19:00:00,2025-04-23 21:06:50.801866,2025-04-23 20:56:50.801866,25.01,-10.0,2025-04-23
217,22191,5,Van,2025-04-22 21:00:00,2025-04-22 22:21:43.073255,2025-04-22 23:07:08.740024,17.06,45.4,2025-04-22
218,28051,16,Bike,2025-05-21 18:00:00,2025-05-21 20:20:07.389855,2025-05-21 20:39:56.833381,31.11,19.8,2025-05-21
219,71715,7,Van,2025-06-26 03:00:00,2025-06-26 03:51:28.129943,2025-06-26 04:22:45.509247,8.68,31.3,2025-06-26
220,20737,9,3PL Partner,2025-05-20 08:00:00,2025-05-20 11:47:51.295231,2025-05-20 12:09:06.137181,45.12,21.2,2025-05-20
221,75140,3,3PL Partner,2025-05-27 11:00:00,2025-05-27 13:52:30.788514,2025-05-27 14:03:44.261644,41.81,11.2,2025-05-27
222,35251,15,Van,2025-01-09 06:00:00,2025-01-09 07:33:06.476972,2025-01-09 07:44:36.183360,17.24,11.5,2025-01-09
223,60975,16,Van,2025-01-28 13:00:00,2025-01-28 17:29:52.661235,2025-01-28 17:31:55.646068,47.73,2.0,2025-01-28
224,15147,18,Truck,2025-05-08 19:00:00,2025-05-08 21:20:27.603392,2025-05-08 21:24:08.664540,41.61,3.7,2025-05-08
225,60508,14,3PL Partner,2025-03-24 14:00:00,2025-03-24 16:02:23.652298,2025-03-24 15:52:23.652298,33.98,-10.0,2025-03-24
226,62224,3,3PL Partner,2025-05-24 20:00:00,2025-05-24 20:28:37.340403,2025-05-24 21:00:15.531784,7.84,31.6,2025-05-24
227,29643,12,Truck,2025-03-10 02:00:00,2025-03-10 04:06:36.825288,2025-03-10 03:56:36.825288,24.96,-10.0,2025-03-10
228,48967,9,3PL Partner,2025-05-20 19:00:00,2025-05-20 21:06:26.816351,2025-05-20 20:56:26.816351,26.29,-10.0,2025-05-20
229,50733,7,Van,2025-05-03 20:00:00,2025-05-03 21:03:55.785624,2025-05-03 21:54:10.226581,13.16,50.2,2025-05-03
230,94003,9,Bike,2025-02-22 22:00:00,2025-02-22 22:33:59.560616,2025-02-22 22:46:42.968076,5.84,12.7,2025-02-22
231,44808,13,Bike,2025-05-24 06:00:00,2025-05-24 09:29:17.278947,2025-05-24 09:42:50.531481,39.28,13.6,2025-05-24
232,77288,18,3PL Partner,2025-04-19 20:00:00,2025-04-19 20:26:35.334642,2025-04-19 20:49:20.140899,7.86,22.7,2025-04-19
233,68959,5,Truck,2025-02-11 06:00:00,2025-02-11 08:03:24.109550,2025-02-11 07:53:24.109550,30.53,-10.0,2025-02-11
234,11849,13,Van,2025-05-22 04:00:00,2025-05-22 07:22:10.398110,2025-05-22 07:12:10.398110,46.95,-10.0,2025-05-22
235,78178,4,Bike,2025-06-12 22:00:00,2025-06-13 01:04:29.345630,2025-06-13 01:05:35.472414,44.05,1.1,2025-06-12
236,77136,2,Van,2025-03-16 17:00:00,2025-03-16 18:16:46.928969,2025-03-16 18:08:42.895820,15.33,-8.1,2025-03-16
237,70740,16,3PL Partner,2025-03-17 08:00:00,2025-03-17 12:03:18.823834,2025-03-17 12:11:48.876676,42.87,8.5,2025-03-17
238,96322,9,3PL Partner,2025-03-15 11:00:00,2025-03-15 11:07:53.930621,2025-03-15 11:27:36.589775,2.02,19.7,2025-03-15
239,54565,9,Bike,2025-05-25 05:00:00,2025-05-25 05:13:15.837784,2025-05-25 05:51:02.833441,2.85,37.8,2025-05-25
240,30183,6,3PL Partner,2025-01-07 13:00:00,2025-01-07 15:45:59.959018,2025-01-07 16:12:13.265026,30.92,26.2,2025-01-07
241,11132,11,Truck,2025-05-21 07:00:00,2025-05-21 08:22:53.554756,2025-05-21 08:13:00.422702,19.51,-9.9,2025-05-21
242,48259,1,3PL Partner,2025-06-19 08:00:00,2025-06-19 09:12:00.894267,2025-06-19 09:14:30.937373,20.55,2.5,2025-06-19
243,73668,4,3PL Partner,2025-06-27 01:00:00,2025-06-27 03:08:43.980476,2025-06-27 03:05:47.646271,29.09,-2.9,2025-06-27
244,48563,13,3PL Partner,2025-01-05 04:00:00,2025-01-05 04:35:28.384264,2025-01-05 04:25:28.384264,11.21,-10.0,2025-01-05
245,20931,13,Van,2025-06-15 18:00:00,2025-06-15 19:10:52.977216,2025-06-15 19:00:52.977216,12.16,-10.0,2025-06-15
246,83169,13,Van,2025-05-16 15:00:00,2025-05-16 16:21:27.166568,2025-05-16 17:04:44.341433,25.26,43.3,2025-05-16
247,60639,2,Bike,2025-04-19 00:00:00,2025-04-19 02:44:51.908113,2025-04-19 02:55:04.678805,38.2,10.2,2025-04-19
248,68901,9,Bike,2025-03-27 19:00:00,2025-03-27 21:25:39.386384,2025-03-27 21:31:10.310136,31.74,5.5,2025-03-27
249,11044,8,Bike,2025-05-25 06:00:00,2025-05-25 07:36:55.247989,2025-05-25 07:56:36.357069,16.27,19.7,2025-05-25
250,56691,7,3PL Partner,2025-02-14 03:00:00,2025-02-14 04:19:15.169006,2025-02-14 04:39:55.664330,22.66,20.7,2025-02-14
251,34363,4,Van,2025-02-05 05:00:00,2025-02-05 05:34:04.473114,2025-02-05 06:06:27.063898,10.19,32.4,2025-02-05
252,56694,18,Truck,2025-06-08 18:00:00,2025-06-08 18:16:53.549546,2025-06-08 18:12:01.155610,5.58,-4.9,2025-06-08
253,11582,3,3PL Partner,2025-04-18 21:00:00,2025-04-18 23:17:10.550385,2025-04-18 23:35:13.817045,39.57,18.1,2025-04-18
254,89910,6,3PL Partner,2025-06-16 09:00:00,2025-06-16 09:53:22.831488,2025-06-16 09:45:09.422716,14.74,-8.2,2025-06-16
255,76844,12,3PL Partner,2025-03-31 18:00:00,2025-03-31 18:51:31.421001,2025-03-31 18:57:43.231469,10.53,6.2,2025-03-31
256,31301,12,Truck,2025-02-08 02:00:00,2025-02-08 04:08:47.549947,2025-02-08 04:19:55.641028,35.2,11.1,2025-02-08
257,84329,8,Bike,2025-06-22 12:00:00,2025-06-22 13:36:56.934422,2025-06-22 13:50:02.315217,31.67,13.1,2025-06-22
258,11620,1,Truck,2025-05-06 19:00:00,2025-05-06 21:57:30.570205,2025-05-06 22:09:42.955532,32.39,12.2,2025-05-06
259,72224,4,Bike,2025-03-02 08:00:00,2025-03-02 08:53:12.283952,2025-03-02 09:19:14.481131,12.99,26.0,2025-03-02
260,66655,11,Truck,2025-06-16 00:00:00,2025-06-16 00:53:28.338921,2025-06-16 00:51:31.952852,13.17,-1.9,2025-06-16
261,47534,3,Van,2025-05-11 12:00:00,2025-05-11 12:49:13.676918,2025-05-11 13:02:51.686045,12.6,13.6,2025-05-11
262,49390,13,3PL Partner,2025-04-02 16:00:00,2025-04-02 17:01:16.609044,2025-04-02 16:56:05.923237,10.34,-5.2,2025-04-02
263,81629,17,3PL Partner,2025-06-02 23:00:00,2025-06-03 00:57:30.474903,2025-06-03 02:05:55.377982,33.47,68.4,2025-06-02
264,65856,10,3PL Partner,2025-06-10 05:00:00,2025-06-10 09:03:11.485021,2025-06-10 08:54:56.047840,42.7,-8.3,2025-06-10
265,59252,12,Bike,2025-04-27 05:00:00,2025-04-27 08:15:59.067353,2025-04-27 08:11:58.284168,36.77,-4.0,2025-04-27
266,65809,15,Truck,2025-02-27 11:00:00,2025-02-27 13:09:14.626810,2025-02-27 13:36:53.804502,40.02,27.7,2025-02-27
267,32259,10,Van,2025-06-22 12:00:00,2025-06-22 14:07:43.724915,2025-06-22 14:09:08.366743,21.43,1.4,2025-06-22
268,30655,14,Truck,2025-03-02 14:00:00,2025-03-02 16:07:22.453988,2025-03-02 16:35:02.109341,33.4,27.7,2025-03-02
269,43005,13,3PL Partner,2025-05-29 15:00:00,2025-05-29 16:02:37.813988,2025-05-29 16:15:41.441100,19.0,13.1,2025-05-29
270,41629,5,Van,2025-04-28 20:00:00,2025-04-28 22:29:24.298179,2025-04-28 22:31:20.471059,27.22,1.9,2025-04-28
271,33610,6,Van,2025-06-13 02:00:00,2025-06-13 04:08:36.434884,2025-06-13 04:03:33.128465,25.12,-5.1,2025-06-13
272,67184,2,3PL Partner,2025-05-27 19:00:00,2025-05-27 19:50:53.802251,2025-05-27 19:45:07.198377,10.49,-5.8,2025-05-27
273,31602,17,Truck,2025-05-26 14:00:00,2025-05-26 15:11:22.169838,2025-05-26 15:13:31.384635,20.58,2.2,2025-05-26
274,95945,4,3PL Partner,2025-02-18 13:00:00,2025-02-18 16:34:04.323325,2025-02-18 16:40:35.047743,48.26,6.5,2025-02-18
275,21110,14,Truck,2025-05-23 00:00:00,2025-05-23 01:14:25.159867,2025-05-23 01:07:46.902375,13.93,-6.6,2025-05-23
276,16073,10,Van,2025-04-27 21:00:00,2025-04-27 21:32:56.377689,2025-04-27 21:40:45.298773,8.42,7.8,2025-04-27
277,90818,3,Van,2025-04-28 02:00:00,2025-04-28 03:26:55.982573,2025-04-28 03:16:55.982573,22.09,-10.0,2025-04-28
278,20195,3,3PL Partner,2025-05-24 22:00:00,2025-05-25 00:00:11.096498,2025-05-25 00:25:18.177958,39.94,25.1,2025-05-24
279,11537,15,Van,2025-01-12 09:00:00,2025-01-12 10:45:28.890945,2025-01-12 11:14:25.725824,29.94,28.9,2025-01-12
280,27138,6,Bike,2025-01-16 07:00:00,2025-01-16 10:15:09.324771,2025-01-16 10:11:04.134543,34.69,-4.1,2025-01-16
281,54328,17,Van,2025-04-12 11:00:00,2025-04-12 11:48:01.998596,2025-04-12 11:42:49.790930,11.11,-5.2,2025-04-12
282,56202,12,Bike,2025-06-01 20:00:00,2025-06-01 23:08:45.439831,2025-06-01 23:22:18.939999,31.71,13.6,2025-06-01
283,50164,20,Van,2025-01-08 03:00:00,2025-01-08 04:13:23.519216,2025-01-08 04:48:41.958528,17.53,35.3,2025-01-08
284,99743,11,3PL Partner,2025-03-31 07:00:00,2025-03-31 10:36:21.184716,2025-03-31 11:16:05.181113,42.05,39.7,2025-03-31
285,64659,4,3PL Partner,2025-03-01 17:00:00,2025-03-01 19:03:51.466319,2025-03-01 18:53:51.466319,32.21,-10.0,2025-03-01
286,96155,6,Bike,2025-01-28 04:00:00,2025-01-28 04:47:14.157691,2025-01-28 05:17:21.723487,11.55,30.1,2025-01-28
287,59692,1,3PL Partner,2025-02-10 03:00:00,2025-02-10 03:18:13.429521,2025-02-10 03:26:59.565515,5.1,8.8,2025-02-10
288,34845,20,Van,2025-06-04 21:00:00,2025-06-04 21:16:21.134126,2025-06-04 21:25:30.506485,4.05,9.2,2025-06-04
289,99846,16,Van,2025-05-25 08:00:00,2025-05-25 09:32:02.044331,2025-05-25 09:52:07.699170,19.83,20.1,2025-05-25
290,40562,15,3PL Partner,2025-06-10 20:00:00,2025-06-10 21:28:12.048566,2025-06-10 21:28:34.899602,14.76,0.4,2025-06-10
291,38036,17,Van,2025-06-06 12:00:00,2025-06-06 14:44:49.050485,2025-06-06 15:16:45.091244,33.01,31.9,2025-06-06
292,70752,8,Truck,2025-02-15 02:00:00,2025-02-15 03:33:25.568608,2025-02-15 04:11:54.323334,25.97,38.5,2025-02-15
293,84233,12,Truck,2025-05-14 17:00:00,2025-05-14 17:46:17.932353,2025-05-14 18:25:31.473486,14.77,39.2,2025-05-14
294,93049,10,Van,2025-04-25 04:00:00,2025-04-25 04:30:57.828601,2025-04-25 04:20:57.828601,9.16,-10.0,2025-04-25
295,78681,15,3PL Partner,2025-02-16 01:00:00,2025-02-16 01:37:59.777335,2025-02-16 01:43:24.188613,8.11,5.4,2025-02-16
296,37818,9,Bike,2025-01-10 23:00:00,2025-01-11 02:50:22.380597,2025-01-11 02:40:22.380597,43.5,-10.0,2025-01-10
297,40544,2,3PL Partner,2025-01-30 17:00:00,2025-01-30 18:19:40.513095,2025-01-30 18:14:22.177021,13.69,-5.3,2025-01-30
298,72532,5,Bike,2025-04-19 04:00:00,2025-04-19 05:41:25.573140,2025-04-19 05:31:25.573140,33.28,-10.0,2025-04-19
299,88636,6,3PL Partner,2025-04-29 23:00:00,2025-04-30 02:06:54.102738,2025-04-30 02:25:54.422700,40.91,19.0,2025-04-29
300,67705,7,Van,2025-02-02 21:00:00,2025-02-02 23:18:53.438065,2025-02-02 23:33:16.609628,31.48,14.4,2025-02-02
301,30104,1,Truck,2025-03-06 17:00:00,2025-03-06 20:34:55.110240,2025-03-06 20:36:15.988912,43.26,1.3,2025-03-06
302,79603,7,3PL Partner,2025-06-26 10:00:00,2025-06-26 11:37:28.860122,2025-06-26 11:31:39.482389,20.83,-5.8,2025-06-26
303,69025,20,Bike,2025-03-26 21:00:00,2025-03-27 01:02:25.246207,2025-03-27 01:18:42.084156,47.9,16.3,2025-03-26
304,42317,12,Truck,2025-02-28 16:00:00,2025-02-28 16:41:44.322896,2025-02-28 16:31:44.322896,8.39,-10.0,2025-02-28
305,41416,16,Bike,2025-06-10 01:00:00,2025-06-10 01:23:07.967422,2025-06-10 01:13:07.967422,6.9,-10.0,2025-06-10
306,52012,16,Van,2025-04-15 02:00:00,2025-04-15 05:01:30.273325,2025-04-15 04:51:30.273325,33.62,-10.0,2025-04-15
307,78045,11,Truck,2025-05-09 20:00:00,2025-05-09 22:39:14.284876,2025-05-09 22:45:09.675759,47.26,5.9,2025-05-09
308,31400,4,Bike,2025-02-24 05:00:00,2025-02-24 08:28:02.082212,2025-02-24 08:26:23.313129,40.83,-1.6,2025-02-24
309,58270,13,3PL Partner,2025-04-05 04:00:00,2025-04-05 04:24:04.810509,2025-04-05 04:26:23.724887,5.67,2.3,2025-04-05
310,82069,7,Van,2025-04-12 02:00:00,2025-04-12 03:09:59.023868,2025-04-12 03:30:25.194356,15.41,20.4,2025-04-12
311,59833,4,Van,2025-01-23 04:00:00,2025-01-23 08:26:23.811390,2025-01-23 08:55:39.767316,46.66,29.3,2025-01-23
312,73644,15,Van,2025-02-22 04:00:00,2025-02-22 05:20:12.446902,2025-02-22 05:59:13.023844,14.15,39.0,2025-02-22
313,90206,19,3PL Partner,2025-03-24 16:00:00,2025-03-24 19:35:23.708487,2025-03-24 19:46:35.872861,39.5,11.2,2025-03-24
314,79468,9,3PL Partner,2025-03-26 13:00:00,2025-03-26 16:08:29.715923,2025-03-26 16:25:26.822846,41.61,17.0,2025-03-26
315,69473,11,Truck,2025-04-20 00:00:00,2025-04-20 02:14:17.378806,2025-04-20 02:28:03.994435,25.78,13.8,2025-04-20
316,55809,8,3PL Partner,2025-02-20 12:00:00,2025-02-20 13:33:14.775887,2025-02-20 13:23:14.775887,20.54,-10.0,2025-02-20
317,48328,1,Truck,2025-01-04 00:00:00,2025-01-04 02:12:24.096645,2025-01-04 02:15:00.460178,23.61,2.6,2025-01-04
318,46784,8,Van,2025-04-23 07:00:00,2025-04-23 07:54:15.807582,2025-04-23 07:56:57.689715,12.89,2.7,2025-04-23
319,33723,13,Truck,2025-02-01 01:00:00,2025-02-01 05:24:09.238095,2025-02-01 05:23:56.262704,44.69,-0.2,2025-02-01
320,70646,4,Bike,2025-04-02 07:00:00,2025-04-02 09:16:58.852413,2025-04-02 09:26:09.725219,23.63,9.2,2025-04-02
321,76255,8,Van,2025-02-08 01:00:00,2025-02-08 04:51:45.738278,2025-02-08 04:57:22.361614,44.36,5.6,2025-02-08
322,10074,3,Van,2025-04-28 02:00:00,2025-04-28 02:27:08.941642,2025-04-28 02:17:25.349525,7.07,-9.7,2025-04-28
323,36498,9,Truck,2025-05-03 17:00:00,2025-05-03 19:47:50.243914,2025-05-03 19:54:49.012769,49.44,7.0,2025-05-03
324,75522,2,Van,2025-01-12 00:00:00,2025-01-12 02:09:30.983919,2025-01-12 02:06:44.123442,23.28,-2.8,2025-01-12
325,30541,2,3PL Partner,2025-02-23 11:00:00,2025-02-23 11:15:01.079651,2025-02-23 11:05:01.079651,4.3,-10.0,2025-02-23
326,55929,13,Bike,2025-05-13 16:00:00,2025-05-13 16:21:16.674813,2025-05-13 16:11:16.674813,3.83,-10.0,2025-05-13
327,36028,15,Truck,2025-04-22 14:00:00,2025-04-22 16:49:07.981327,2025-04-22 17:00:54.678518,37.82,11.8,2025-04-22
328,39545,12,Truck,2025-05-31 14:00:00,2025-05-31 16:21:55.389030,2025-05-31 16:53:45.658607,33.63,31.8,2025-05-31
329,89569,4,Van,2025-03-26 13:00:00,2025-03-26 16:51:15.037322,2025-03-26 16:41:15.037322,40.5,-10.0,2025-03-26
330,41673,8,3PL Partner,2025-03-07 10:00:00,2025-03-07 10:33:57.492983,2025-03-07 10:26:33.023022,7.06,-7.4,2025-03-07
331,40974,9,Van,2025-06-28 06:00:00,2025-06-28 06:17:32.125438,2025-06-28 06:36:09.870039,3.71,18.6,2025-06-28
332,68899,5,Van,2025-06-15 01:00:00,2025-06-15 03:03:30.568241,2025-06-15 03:31:04.402798,26.41,27.6,2025-06-15
333,33097,20,Truck,2025-02-07 17:00:00,2025-02-07 18:24:45.424764,2025-02-07 18:26:21.288490,20.6,1.6,2025-02-07
334,74824,18,Van,2025-04-08 17:00:00,2025-04-08 19:09:29.728722,2025-04-08 19:05:50.389892,24.17,-3.7,2025-04-08
335,33525,11,Bike,2025-01-30 14:00:00,2025-01-30 17:06:24.137432,2025-01-30 17:40:47.790332,49.6,34.4,2025-01-30
336,67804,15,Van,2025-04-01 18:00:00,2025-04-01 22:42:40.056397,2025-04-01 23:08:35.367644,48.6,25.9,2025-04-01
337,25043,9,Van,2025-02-21 05:00:00,2025-02-21 09:28:21.914026,2025-02-21 09:55:32.256104,47.23,27.2,2025-02-21
338,51846,17,Truck,2025-03-20 22:00:00,2025-03-21 00:38:59.445648,2025-03-21 00:39:37.768845,39.62,0.6,2025-03-20
339,87261,12,Van,2025-04-16 18:00:00,2025-04-16 19:38:44.847747,2025-04-16 20:11:01.280832,19.03,32.3,2025-04-16
340,60227,7,3PL Partner,2025-03-22 04:00:00,2025-03-22 05:42:48.311180,2025-03-22 05:32:48.311180,21.78,-10.0,2025-03-22
341,63028,10,Truck,2025-01-29 03:00:00,2025-01-29 04:53:53.625738,2025-01-29 05:26:31.101848,28.38,32.6,2025-01-29
342,47383,10,Van,2025-05-18 23:00:00,2025-05-19 03:09:45.136638,2025-05-19 03:18:25.298054,41.87,8.7,2025-05-18
343,39483,13,Bike,2025-05-25 09:00:00,2025-05-25 09:16:17.747197,2025-05-25 09:28:52.468226,5.3,12.6,2025-05-25
344,17265,19,Bike,2025-01-17 19:00:00,2025-01-17 20:24:03.059089,2025-01-17 20:15:08.755899,22.37,-8.9,2025-01-17
345,32763,11,Truck,2025-03-10 01:00:00,2025-03-10 01:27:12.280779,2025-03-10 01:17:12.280779,5.97,-10.0,2025-03-10
346,85652,13,Truck,2025-01-06 20:00:00,2025-01-06 22:01:55.482541,2025-01-06 22:14:04.727518,26.7,12.2,2025-01-06
347,25733,8,Van,2025-05-06 10:00:00,2025-05-06 13:35:12.469590,2025-05-06 13:56:14.143050,45.15,21.0,2025-05-06
348,47420,8,3PL Partner,2025-02-12 15:00:00,2025-02-12 18:27:53.107527,2025-02-12 18:51:56.338389,39.56,24.1,2025-02-12
349,19247,4,Van,2025-04-25 14:00:00,2025-04-25 15:03:00.363082,2025-04-25 15:24:54.097397,12.94,21.9,2025-04-25
350,33840,15,Bike,2025-05-31 22:00:00,2025-06-01 01:54:30.572264,2025-06-01 02:11:52.366298,48.85,17.4,2025-05-31
351,75149,11,3PL Partner,2025-03-21 10:00:00,2025-03-21 11:47:33.732086,2025-03-21 11:39:05.188363,34.03,-8.5,2025-03-21
352,31058,11,3PL Partner,2025-04-28 15:00:00,2025-04-28 15:10:19.569844,2025-04-28 15:35:40.541131,2.5,25.3,2025-04-28
353,44929,1,3PL Partner,2025-01-08 03:00:00,2025-01-08 03:52:42.406801,2025-01-08 03:42:42.406801,14.26,-10.0,2025-01-08
354,94171,17,Van,2025-04-14 03:00:00,2025-04-14 03:55:05.859023,2025-04-14 04:27:14.336106,14.51,32.1,2025-04-14
355,41362,15,Bike,2025-01-25 02:00:00,2025-01-25 02:24:49.610520,2025-01-25 02:33:08.832277,5.32,8.3,2025-01-25
356,96489,20,Truck,2025-04-06 02:00:00,2025-04-06 04:52:59.200878,2025-04-06 05:01:58.349814,48.07,9.0,2025-04-06
357,94664,6,Van,2025-06-04 17:00:00,2025-06-04 18:36:52.582070,2025-06-04 19:04:11.694012,24.96,27.3,2025-06-04
358,57356,15,Truck,2025-03-02 18:00:00,2025-03-02 20:47:00.185881,2025-03-02 21:17:01.948232,45.0,30.0,2025-03-02
359,87597,9,3PL Partner,2025-05-27 20:00:00,2025-05-27 21:42:05.980142,2025-05-27 22:07:30.746557,17.47,25.4,2025-05-27
360,16041,14,3PL Partner,2025-01-05 17:00:00,2025-01-05 17:46:44.243084,2025-01-05 17:40:19.693665,8.01,-6.4,2025-01-05
361,88209,18,Van,2025-04-02 09:00:00,2025-04-02 10:59:37.544476,2025-04-02 11:24:52.747937,24.77,25.3,2025-04-02
362,71954,17,Bike,2025-03-02 21:00:00,2025-03-02 21:43:07.684667,2025-03-02 21:36:49.937135,7.47,-6.3,2025-03-02
363,71869,18,3PL Partner,2025-05-29 05:00:00,2025-05-29 07:15:41.830485,2025-05-29 07:41:27.312167,25.33,25.8,2025-05-29
364,31059,5,Truck,2025-01-01 04:00:00,2025-01-01 07:40:14.641392,2025-01-01 07:30:14.641392,46.17,-10.0,2025-01-01
365,54722,20,Truck,2025-01-12 13:00:00,2025-01-12 14:21:30.708249,2025-01-12 14:29:38.292175,27.0,8.1,2025-01-12
366,27548,20,Van,2025-02-03 16:00:00,2025-02-03 18:47:59.516029,2025-02-03 18:41:34.446662,31.59,-6.4,2025-02-03
367,25078,9,Truck,2025-03-19 12:00:00,2025-03-19 12:48:36.968777,2025-03-19 13:16:00.891560,9.52,27.4,2025-03-19
368,15419,11,Bike,2025-06-04 08:00:00,2025-06-04 08:19:51.856594,2025-06-04 08:52:10.056723,4.1,32.3,2025-06-04
369,45490,1,3PL Partner,2025-01-26 14:00:00,2025-01-26 14:38:39.149176,2025-01-26 14:52:37.944993,7.32,14.0,2025-01-26
370,86086,18,Truck,2025-05-01 21:00:00,2025-05-01 23:19:28.445756,2025-05-01 23:32:47.776729,30.73,13.3,2025-05-01
371,68760,6,Truck,2025-02-25 10:00:00,2025-02-25 10:33:32.353774,2025-02-25 10:57:37.366321,6.56,24.1,2025-02-25
372,40337,2,3PL Partner,2025-03-04 15:00:00,2025-03-04 16:56:23.220520,2025-03-04 17:28:48.558376,20.05,32.4,2025-03-04
373,11468,15,Van,2025-03-02 16:00:00,2025-03-02 17:57:14.208133,2025-03-02 18:07:58.981543,28.4,10.7,2025-03-02
374,34309,14,Truck,2025-01-26 03:00:00,2025-01-26 04:45:50.728965,2025-01-26 04:45:51.118575,20.66,0.0,2025-01-26
375,76344,5,Van,2025-01-01 07:00:00,2025-01-01 07:43:38.206712,2025-01-01 08:06:34.927696,9.86,22.9,2025-01-01
376,82255,6,Van,2025-04-23 02:00:00,2025-04-23 03:16:03.671519,2025-04-23 03:06:03.671519,15.14,-10.0,2025-04-23
377,91899,6,Truck,2025-06-29 14:00:00,2025-06-29 18:06:14.215803,2025-06-29 18:34:25.797650,46.56,28.2,2025-06-29
378,38718,18,Bike,2025-02-16 23:00:00,2025-02-17 00:48:02.314493,2025-02-17 00:43:50.090154,34.45,-4.2,2025-02-16
379,47841,14,Van,2025-01-14 22:00:00,2025-01-15 00:07:29.864149,2025-01-15 00:12:41.590709,25.81,5.2,2025-01-14
380,83548,10,Truck,2025-03-19 23:00:00,2025-03-19 23:09:36.392503,2025-03-19 23:37:55.654091,2.61,28.3,2025-03-19
381,93565,14,Van,2025-05-10 12:00:00,2025-05-10 16:08:40.854039,2025-05-10 16:10:22.242619,49.64,1.7,2025-05-10
382,56660,13,3PL Partner,2025-06-03 13:00:00,2025-06-03 15:30:46.926494,2025-06-03 15:53:43.817148,34.23,22.9,2025-06-03
383,60281,3,Bike,2025-02-25 18:00:00,2025-02-25 19:31:34.839203,2025-02-25 20:04:21.529708,17.21,32.8,2025-02-25
384,10767,6,Bike,2025-01-07 02:00:00,2025-01-07 04:28:58.766852,2025-01-07 04:41:10.806560,44.2,12.2,2025-01-07
385,13895,8,3PL Partner,2025-04-21 22:00:00,2025-04-21 23:10:16.808607,2025-04-21 23:26:30.546394,14.4,16.2,2025-04-21
